Ticker_no,Ticker,Ticker_s,Price,MKT CAP,1Y Return,1M Return,Momentum Return,Momentum Rank,P/S,P/E,P/FCF,P/B,PS Rank,PE Rank,PFCF Rank,PB Rank,Value Average,Value Rank,Sector,ROA,ROE,Gross margin,GPOA,Gross Profit,Asset,ROA Rank,ROE Rank,GM Rank,GPOA Rank,Profitability Average,Profitability Rank,Name
TSE:8418,8418,8418,792,1.96E+11,19.27710843,-0.87609512,20.30%,69,1.42207108,,,0.30045936,208,,,496,352,105,Finance,-0.10102462,-1.9025055,,,,1.21E+13,481,482,,,482,500,YAMAGUCHI FINANCIAL GROUP INC
TSE:6055,6055,6055,1906,1.96E+11,25.22996058,-0.1048218,25.40%,49,4.95722188,26.23572405,,5.06252522,50,113,,46,70,458,Process Industries,16.90647016,20.80291474,31.74224344,26%,12211392000,46773673000,25,56,225,162,117,73,JAPAN MATERIAL CO LTD
TSE:5344,5344,5344,15770,1.95E+11,39.55752212,-11.00451467,56.80%,10,3.56643364,12.72882102,19.849,2.43247764,73,292,215,142,181,327,Producer Manufacturing,17.36725348,20.01695795,51.00723953,28%,26762000000,96246000000,22,63,104,147,84,40,MARUWA CO LTD
TSE:8585,8585,8585,1146,1.94E+11,-28.81987578,-2.88135593,-26.70%,441,0.86617162,14.52665641,3.36366,0.92806283,305,256,338,344,311,155,Finance,0.40175286,6.79397723,84.2004998,6%,2.03E+11,3.69E+12,448,359,12,435,314,349,ORIENT CORP
TSE:4686,4686,4686,3015,1.94E+11,-48.98477157,-8.07926829,-44.50%,490,4.65391261,15.57632399,28.5188,2.72028533,56,241,162,125,146,370,Technology Services,14.30162978,18.12755674,77.49449919,34%,31877000000,93238000000,37,78,25,99,60,24,JUSTSYSTEMS CORPORATION
TSE:4919,4919,4919,5950,1.93E+11,-11.98224852,-7.46500778,-4.90%,262,4.72205989,35.25025052,207.657,4.88510302,54,65,12,52,46,474,Consumer Non-Durables,11.46116334,13.6867976,66.35897115,54%,27498929000,51361260000,63,139,49,21,68,28,MILBON CO LTD
TSE:7337,7337,7337,621,1.93E+11,-3.27102804,0,-3.30%,242,1.39967117,7.80932197,,0.38943057,215,413,,486,371,77,Finance,0.21673027,4.94367391,,,,1.14E+13,462,408,,,435,473,HIROGIN HOLDINGS INC
TSE:4272,4272,4272,1147,1.93E+11,-5.82922824,-4.73421927,-1.10%,224,1.06042975,10.94295231,20.9218,0.79503373,267,337,208,381,298,167,Process Industries,5.7282462,7.41040688,34.73539276,19%,62881000000,3.25E+11,207,335,199,243,246,245,NIPPON KAYAKU CO
TSE:2296,2296,2296,670,1.93E+11,-5.50070522,0.44977511,-5.90%,269,0.22991246,10.70387126,57.748,0.74716152,484,342,80,397,326,135,Consumer Non-Durables,4.3235877,7.19549232,15.17442587,30%,1.32E+11,4.33E+11,278,345,406,128,289,319,ITOHAM YONEKYU HOLDINGS INC
TSE:7240,7240,7240,1114,1.93E+11,-16.98956781,-10.45016077,-7.30%,280,0.28586945,9.27232777,21.271,0.38845887,465,376,205,487,383,60,Producer Manufacturing,2.51332539,4.31838051,15.90630792,13%,1.15E+11,8.68E+11,365,423,403,349,385,423,NOK CORP
TSE:2201,2201,2201,3820,1.92E+11,-4.85678705,-0.65019506,-4.20%,254,1.06342641,7.28743862,34.8608,1.47276499,266,425,131,237,265,209,Consumer Non-Durables,12.89730513,21.18281644,41.20420075,38%,75714000000,2.01E+11,44,52,151,69,79,35,MORINAGA & CO
TSE:3880,3880,3880,1153,1.91E+11,-43.39715268,-2.53592561,-41.90%,486,0.31446023,10.48753475,61.7683,0.74286359,458,350,70,399,319,143,Process Industries,2.13498134,7.16584533,24.97649145,18%,1.62E+11,8.79E+11,390,347,309,265,328,365,DAIO PAPER CORP
TSE:8515,8515,8515,391,1.89E+11,1.29533679,0.25641026,1.00%,206,1.52560651,14.32842351,,1.23518613,199,258,,275,244,239,Finance,1.44980438,8.65046037,92.10385399,11%,1.05E+11,9.54E+11,415,289,3,376,271,292,AIFUL CORP
TSE:3387,3387,3387,896,1.88E+11,-15.39187913,-3.7593985,-12.10%,328,2.23389271,39.05085683,5.51386,7.98650352,119,54,328,26,132,387,Consumer Services,3.14733088,18.5452057,55.73720428,30%,39895000000,1.35E+11,335,76,81,134,157,114,CREATE RESTAURANTS HOLDINGS INC
TSE:4203,4203,4203,3975,1.87E+11,-19.85887097,-6.25,-14.50%,355,0.72253958,10.70001965,21.2675,0.82732146,328,343,206,373,313,151,Health Technology,4.90597299,7.93599743,29.90502783,20%,76286000000,3.77E+11,251,316,247,233,262,270,SUMITOMO BAKELITE CO
TSE:4208,4208,4208,1913,1.87E+11,-13.82882883,-6.27143557,-8.10%,289,0.2918238,7.44733125,,0.50806241,463,422,,465,450,12,Process Industries,3.39703807,6.93481012,19.06378268,17%,1.28E+11,7.37E+11,325,356,368,283,333,376,UBE CORPORATION
TSE:6134,6134,6134,1934,1.87E+11,-25.32818533,-1.32653061,-24.30%,432,1.26503397,9.07214762,,0.89806149,233,381,,359,324,137,Producer Manufacturing,8.70729085,10.04076097,39.03701211,23%,55604000000,2.45E+11,100,238,164,203,176,141,FUJI CORPORATION
TSE:4928,4928,4928,5460,1.86E+11,-1.44404332,-5.86206897,4.70%,170,3.69730885,25.49670335,108.044,3.65066254,69,125,28,82,76,454,Consumer Non-Durables,9.71762046,15.19145111,68.08083925,43%,32042000000,74607000000,79,114,41,50,71,30,NOEVIR HLDGS CO LTD
TSE:2782,2782,2782,2459,1.86E+11,-36.04681404,-6.78544352,-31.40%,464,0.89874302,13.58524383,25.9446,2.00838846,299,275,181,171,232,257,Retail Trade,11.75263374,15.36784315,41.21064818,71%,86029000000,1.21E+11,59,109,150,6,81,37,SERIA CO LTD
TSE:5991,5991,5991,817,1.86E+11,-3.54191263,-11.9612069,9.60%,133,0.32052119,5.3796255,35.653,0.58309363,454,454,127,448,371,78,Producer Manufacturing,6.00719097,11.09707761,12.35962731,12%,73804000000,5.96E+11,193,200,428,360,295,325,NHK SPRING CO LTD
TSE:6436,6436,6436,2510,1.85E+11,-6.308324,1.6194332,-7.80%,287,1.58520294,18.56183815,13.5363,1.62220047,195,205,273,218,223,276,Electronic Technology,6.59327025,9.18251348,45.51979356,34%,53553000000,1.57E+11,162,269,122,100,163,125,AMANO CORPORATION
TSE:4680,4680,4680,641,1.84E+11,36.86846427,-6.19502815,45.90%,18,1.90509879,18.91317318,6.59169,3.42453092,150,203,325,92,193,315,Consumer Services,6.39236046,20.85512994,7.48464571,1%,2018000000,1.63E+11,171,55,460,469,289,317,ROUND ONE CORP
TSE:1407,1407,1407,4490,1.83E+11,-27.69726248,-1.21012101,-26.80%,442,2.7272391,43.02761599,,6.65263622,94,45,,31,57,471,Utilities,4.28493779,16.10883015,21.5039676,14%,14444000000,1.01E+11,280,101,345,335,265,276,WEST HOLDINGS CORP
TSE:4887,4887,4887,4165,1.82E+11,-18.01181102,3.60696517,-20.90%,412,0.95573085,,13.8477,0.97458235,292,,271,333,299,166,Health Technology,-8.15591887,-14.79878177,33.05526699,18%,66652000000,3.65E+11,498,493,212,270,368,408,SAWAI GROUP HOLDINGS CO LTD
